n_acesso,ddat_ano,ddat_mes,ddat_dia,ddat_dia_semana,ddat_semestre,ddat_trimestre,darq_id,acess_id
41,2017,5,19,sex,1,2,19034,17574
17,2017,5,19,sex,1,2,17574,17539
9,2017,5,19,sex,1,2,17539,17150
82,2017,5,19,sex,1,2,17150,18125
34,2017,5,20,sb,1,2,18125,18019
16,2017,5,20,sb,1,2,18019,18189
5,2017,5,20,sb,1,2,18189,17797
25,2017,5,20,sb,1,2,17797,131759
7,2017,5,22,seg,1,2,131759,18436
13,2017,5,22,seg,1,2,18436,131759
7,2017,5,22,seg,1,2,131759,131759
7,2017,5,22,seg,1,2,131759,19146
7,2017,5,22,seg,1,2,19146,18294
3,2017,5,22,seg,1,2,18294,19159
1,2017,5,22,seg,1,2,19159,17797
25,2017,5,22,seg,1,2,17797,18327
7,2017,5,22,seg,1,2,18327,18916
8,2017,5,22,seg,1,2,18916,18327
7,2017,5,22,seg,1,2,18327,39403
5,2017,5,23,ter,1,2,39403,39403
5,2017,5,23,ter,1,2,39403,39403
5,2017,5,23,ter,1,2,39403,39403
5,2017,5,23,ter,1,2,39403,18593
18,2017,5,23,ter,1,2,18593,18593
18,2017,5,23,ter,1,2,18593,17150
82,2017,5,23,ter,1,2,17150,17150
82,2017,5,23,ter,1,2,17150,18795
29,2017,5,23,ter,1,2,18795,17150
82,2017,5,23,ter,1,2,17150,18771
192,2017,5,23,ter,1,2,18771,17520
53,2017,5,23,ter,1,2,17520,19146
7,2017,5,23,ter,1,2,19146,18325
4,2017,5,23,ter,1,2,18325,17150
82,2017,5,23,ter,1,2,17150,17150
82,2017,5,23,ter,1,2,17150,18795
29,2017,5,23,ter,1,2,18795,18771
192,2017,5,23,ter,1,2,18771,19072
54,2017,5,23,ter,1,2,19072,17150
82,2017,5,24,qua,1,2,17150,18877
12,2017,5,24,qua,1,2,18877,17150
82,2017,5,24,qua,1,2,17150,18795
29,2017,5,24,qua,1,2,18795,18771
192,2017,5,24,qua,1,2,18771,18795
29,2017,5,24,qua,1,2,18795,17769
1,2017,5,24,qua,1,2,17769,18255
2,2017,5,24,qua,1,2,18255,131766
11,2017,5,24,qua,1,2,131766,18164
12,2017,5,24,qua,1,2,18164,17680
9,2017,5,24,qua,1,2,17680,17680
9,2017,5,24,qua,1,2,17680,131749
32,2017,5,24,qua,1,2,131749,39422
78,2017,5,24,qua,1,2,39422,131749
32,2017,5,25,qui,1,2,131749,17417
5,2017,5,25,qui,1,2,17417,131749
32,2017,5,25,qui,1,2,131749,18771
192,2017,5,25,qui,1,2,18771,18370
9,2017,5,25,qui,1,2,18370,19049
1,2017,5,25,qui,1,2,19049,18370
9,2017,5,25,qui,1,2,18370,18090
7,2017,5,25,qui,1,2,18090,18023
45,2017,5,25,qui,1,2,18023,18771
192,2017,5,25,qui,1,2,18771,19034
41,2017,5,25,qui,1,2,19034,19034
41,2017,5,25,qui,1,2,19034,18813
5,2017,5,25,qui,1,2,18813,19034
41,2017,5,25,qui,1,2,19034,39611
1,2017,5,25,qui,1,2,39611,18813
5,2017,5,25,qui,1,2,18813,17724
2,2017,5,25,qui,1,2,17724,18084
44,2017,5,25,qui,1,2,18084,17520
53,2017,5,25,qui,1,2,17520,39620
20,2017,5,25,qui,1,2,39620,18385
15,2017,5,25,qui,1,2,18385,131755
9,2017,5,26,sex,1,2,131755,18253
1,2017,5,26,sex,1,2,18253,18264
24,2017,5,26,sex,1,2,18264,131754
18,2017,5,26,sex,1,2,131754,19000
56,2017,5,26,sex,1,2,19000,19034
41,2017,5,26,sex,1,2,19034,19072
54,2017,5,26,sex,1,2,19072,17515
2,2017,5,26,sex,1,2,17515,18571
1,2017,5,26,sex,1,2,18571,94081
1,2017,5,27,sb,1,2,94081,131749
32,2017,5,27,sb,1,2,131749,17963
5,2017,5,27,sb,1,2,17963,18771
192,2017,5,27,sb,1,2,18771,18825
10,2017,5,27,sb,1,2,18825,39432
7,2017,5,27,sb,1,2,39432,18601
4,2017,5,27,sb,1,2,18601,94582
3,2017,5,27,sb,1,2,94582,113690
1,2017,5,27,sb,1,2,113690,39432
7,2017,5,27,sb,1,2,39432,39432
7,2017,5,27,sb,1,2,39432,18771
192,2017,5,27,sb,1,2,18771,18771
192,2017,5,27,sb,1,2,18771,18189
5,2017,5,29,seg,1,2,18189,18189
5,2017,5,29,seg,1,2,18189,18140
4,2017,5,29,seg,1,2,18140,18164
12,2017,5,29,seg,1,2,18164,39608
2,2017,5,29,seg,1,2,39608,17427
5,2017,5,29,seg,1,2,17427,17427
5,2017,5,29,seg,1,2,17427,39422
78,2017,5,29,seg,1,2,39422,39422
78,2017,5,29,seg,1,2,39422,94075
11,2017,5,29,seg,1,2,94075,18125
34,2017,5,29,seg,1,2,18125,17150
82,2017,5,29,seg,1,2,17150,39424
6,2017,5,29,seg,1,2,39424,19000
56,2017,5,30,ter,1,2,19000,18512
18,2017,5,30,ter,1,2,18512,19000
56,2017,5,30,ter,1,2,19000,19072
54,2017,5,30,ter,1,2,19072,18771
192,2017,5,30,ter,1,2,18771,18771
192,2017,5,30,ter,1,2,18771,19000
56,2017,5,30,ter,1,2,19000,17150
82,2017,5,30,ter,1,2,17150,18193
19,2017,5,30,ter,1,2,18193,17574
17,2017,5,30,ter,1,2,17574,18771
192,2017,5,30,ter,1,2,18771,18771
192,2017,5,30,ter,1,2,18771,17989
31,2017,5,30,ter,1,2,17989,18771
192,2017,5,30,ter,1,2,18771,39614
4,2017,5,30,ter,1,2,39614,39682
4,2017,5,30,ter,1,2,39682,39682
4,2017,5,30,ter,1,2,39682,39614
4,2017,5,30,ter,1,2,39614,18431
1,2017,5,31,qua,1,2,18431,135528
1,2017,5,31,qua,1,2,135528,17376
1,2017,5,31,qua,1,2,17376,19038
6,2017,5,31,qua,1,2,19038,38794
2,2017,5,31,qua,1,2,38794,18771
192,2017,5,31,qua,1,2,18771,19157
7,2017,5,31,qua,1,2,19157,18193
19,2017,5,31,qua,1,2,18193,18323
4,2017,5,31,qua,1,2,18323,18261
4,2017,5,31,qua,1,2,18261,18125
34,2017,5,31,qua,1,2,18125,18125
34,2017,5,31,qua,1,2,18125,18205
3,2017,5,31,qua,1,2,18205,39620
20,2017,6,1,qui,1,2,39620,18795
29,2017,6,1,qui,1,2,18795,18023
45,2017,6,2,sex,1,2,18023,18323
4,2017,6,2,sex,1,2,18323,17929
15,2017,6,2,sex,1,2,17929,17929
15,2017,6,2,sex,1,2,17929,131759
7,2017,6,2,sex,1,2,131759,18885
1,2017,6,2,sex,1,2,18885,131754
18,2017,6,2,sex,1,2,131754,18512
18,2017,6,2,sex,1,2,18512,18771
192,2017,6,2,sex,1,2,18771,19072
54,2017,6,3,sb,1,2,19072,18370
9,2017,6,3,sb,1,2,18370,17150
82,2017,6,3,sb,1,2,17150,18795
29,2017,6,3,sb,1,2,18795,39422
78,2017,6,3,sb,1,2,39422,94063
7,2017,6,3,sb,1,2,94063,18731
3,2017,6,3,sb,1,2,18731,18436
13,2017,6,5,seg,1,2,18436,39426
2,2017,6,5,seg,1,2,39426,18072
2,2017,6,5,seg,1,2,18072,18072
2,2017,6,5,seg,1,2,18072,17150
82,2017,6,5,seg,1,2,17150,18573
1,2017,6,5,seg,1,2,18573,18916
8,2017,6,5,seg,1,2,18916,18193
19,2017,6,5,seg,1,2,18193,18877
12,2017,6,5,seg,1,2,18877,19000
56,2017,6,5,seg,1,2,19000,17847
