n_acesso,ddat_ano,ddat_mes,ddat_dia,ddat_dia_semana,ddat_semestre,ddat_trimestre,darq_id,acess_id
1,2017,1,3,ter,1,1,17885,17345
2,2017,1,3,ter,1,1,17345,39422
78,2017,1,3,ter,1,1,39422,131766
11,2017,1,3,ter,1,1,131766,39422
78,2017,1,4,qua,1,1,39422,94063
7,2017,1,4,qua,1,1,94063,94063
7,2017,1,4,qua,1,1,94063,94080
3,2017,1,4,qua,1,1,94080,131749
32,2017,1,4,qua,1,1,131749,18864
8,2017,1,4,qua,1,1,18864,18023
45,2017,1,4,qua,1,1,18023,18864
8,2017,1,4,qua,1,1,18864,17520
53,2017,1,4,qua,1,1,17520,39620
20,2017,1,4,qua,1,1,39620,18512
18,2017,1,4,qua,1,1,18512,18620
1,2017,1,4,qua,1,1,18620,17617
2,2017,1,4,qua,1,1,17617,17357
1,2017,1,4,qua,1,1,17357,17617
2,2017,1,4,qua,1,1,17617,18254
1,2017,1,4,qua,1,1,18254,17150
82,2017,1,4,qua,1,1,17150,18019
16,2017,1,4,qua,1,1,18019,19034
41,2017,1,5,qui,1,1,19034,17771
4,2017,1,5,qui,1,1,17771,18084
44,2017,1,5,qui,1,1,18084,18385
15,2017,1,5,qui,1,1,18385,18385
15,2017,1,5,qui,1,1,18385,19154
53,2017,1,5,qui,1,1,19154,17347
64,2017,1,5,qui,1,1,17347,19154
53,2017,1,5,qui,1,1,19154,18771
192,2017,1,5,qui,1,1,18771,19072
54,2017,1,5,qui,1,1,19072,18189
5,2017,1,5,qui,1,1,18189,18077
1,2017,1,6,sex,1,1,18077,18264
24,2017,1,6,sex,1,1,18264,17150
82,2017,1,6,sex,1,1,17150,18171
1,2017,1,6,sex,1,1,18171,17594
3,2017,1,6,sex,1,1,17594,38840
1,2017,1,6,sex,1,1,38840,18844
2,2017,1,6,sex,1,1,18844,17980
1,2017,1,6,sex,1,1,17980,39418
1,2017,1,6,sex,1,1,39418,19154
53,2017,1,6,sex,1,1,19154,18771
192,2017,1,6,sex,1,1,18771,19000
56,2017,1,6,sex,1,1,19000,18771
192,2017,1,7,sb,1,1,18771,39423
2,2017,1,7,sb,1,1,39423,18385
15,2017,1,7,sb,1,1,18385,18385
15,2017,1,7,sb,1,1,18385,17150
82,2017,1,9,seg,1,1,17150,19154
53,2017,1,9,seg,1,1,19154,39422
78,2017,1,9,seg,1,1,39422,131760
7,2017,1,9,seg,1,1,131760,17347
64,2017,1,9,seg,1,1,17347,18140
4,2017,1,9,seg,1,1,18140,131763
13,2017,1,9,seg,1,1,131763,131755
9,2017,1,9,seg,1,1,131755,131763
13,2017,1,9,seg,1,1,131763,131768
17,2017,1,10,ter,1,1,131768,17520
53,2017,1,10,ter,1,1,17520,17347
64,2017,1,10,ter,1,1,17347,18140
4,2017,1,10,ter,1,1,18140,18540
3,2017,1,10,ter,1,1,18540,19000
56,2017,1,10,ter,1,1,19000,18771
192,2017,1,10,ter,1,1,18771,18771
192,2017,1,10,ter,1,1,18771,19072
54,2017,1,10,ter,1,1,19072,131757
8,2017,1,10,ter,1,1,131757,131757
8,2017,1,10,ter,1,1,131757,19154
53,2017,1,11,qua,1,1,19154,18864
8,2017,1,11,qua,1,1,18864,18608
1,2017,1,11,qua,1,1,18608,19154
53,2017,1,11,qua,1,1,19154,19154
53,2017,1,11,qua,1,1,19154,18771
192,2017,1,11,qua,1,1,18771,18771
192,2017,1,11,qua,1,1,18771,39423
2,2017,1,12,qui,1,1,39423,17929
15,2017,1,12,qui,1,1,17929,18164
12,2017,1,12,qui,1,1,18164,131760
7,2017,1,12,qui,1,1,131760,18190
6,2017,1,12,qui,1,1,18190,18193
19,2017,1,12,qui,1,1,18193,131760
7,2017,1,12,qui,1,1,131760,19157
7,2017,1,13,sex,1,1,19157,18193
19,2017,1,13,sex,1,1,18193,18733
4,2017,1,13,sex,1,1,18733,18733
4,2017,1,13,sex,1,1,18733,19154
53,2017,1,13,sex,1,1,19154,17730
5,2017,1,13,sex,1,1,17730,18190
6,2017,1,13,sex,1,1,18190,18462
3,2017,1,13,sex,1,1,18462,18537
1,2017,1,13,sex,1,1,18537,18259
6,2017,1,13,sex,1,1,18259,39614
4,2017,1,13,sex,1,1,39614,19124
4,2017,1,13,sex,1,1,19124,131751
5,2017,1,13,sex,1,1,131751,18771
192,2017,1,14,sb,1,1,18771,131749
32,2017,1,14,sb,1,1,131749,18771
192,2017,1,14,sb,1,1,18771,17520
53,2017,1,14,sb,1,1,17520,18771
192,2017,1,14,sb,1,1,18771,18771
192,2017,1,14,sb,1,1,18771,17797
25,2017,1,14,sb,1,1,17797,18771
192,2017,1,14,sb,1,1,18771,18593
18,2017,1,16,seg,1,1,18593,17797
25,2017,1,16,seg,1,1,17797,17537
4,2017,1,16,seg,1,1,17537,17537
4,2017,1,16,seg,1,1,17537,17537
4,2017,1,16,seg,1,1,17537,39422
78,2017,1,16,seg,1,1,39422,18771
192,2017,1,16,seg,1,1,18771,18771
192,2017,1,17,ter,1,1,18771,18264
24,2017,1,17,ter,1,1,18264,18084
44,2017,1,17,ter,1,1,18084,17929
15,2017,1,17,ter,1,1,17929,19124
4,2017,1,17,ter,1,1,19124,18800
13,2017,1,17,ter,1,1,18800,17797
25,2017,1,17,ter,1,1,17797,17730
5,2017,1,17,ter,1,1,17730,18084
44,2017,1,17,ter,1,1,18084,17220
2,2017,1,17,ter,1,1,17220,17547
16,2017,1,17,ter,1,1,17547,18084
44,2017,1,17,ter,1,1,18084,17547
16,2017,1,17,ter,1,1,17547,131751
5,2017,1,17,ter,1,1,131751,131753
5,2017,1,17,ter,1,1,131753,18644
3,2017,1,18,qua,1,1,18644,18748
1,2017,1,18,qua,1,1,18748,17252
1,2017,1,18,qua,1,1,17252,18612
1,2017,1,18,qua,1,1,18612,39432
7,2017,1,18,qua,1,1,39432,18264
24,2017,1,18,qua,1,1,18264,17150
82,2017,1,18,qua,1,1,17150,18307
3,2017,1,18,qua,1,1,18307,131749
32,2017,1,18,qua,1,1,131749,18512
18,2017,1,18,qua,1,1,18512,18617
12,2017,1,18,qua,1,1,18617,18084
44,2017,1,18,qua,1,1,18084,19000
56,2017,1,18,qua,1,1,19000,18275
5,2017,1,18,qua,1,1,18275,17547
16,2017,1,18,qua,1,1,17547,17803
4,2017,1,19,qui,1,1,17803,18344
4,2017,1,19,qui,1,1,18344,18771
192,2017,1,19,qui,1,1,18771,18916
8,2017,1,19,qui,1,1,18916,18436
13,2017,1,19,qui,1,1,18436,131754
18,2017,1,19,qui,1,1,131754,39432
7,2017,1,19,qui,1,1,39432,17225
4,2017,1,19,qui,1,1,17225,18404
6,2017,1,19,qui,1,1,18404,18436
13,2017,1,19,qui,1,1,18436,18404
6,2017,1,19,qui,1,1,18404,18708
2,2017,1,19,qui,1,1,18708,19157
7,2017,1,19,qui,1,1,19157,39422
78,2017,1,19,qui,1,1,39422,19154
53,2017,1,19,qui,1,1,19154,17347
64,2017,1,19,qui,1,1,17347,39620
20,2017,1,20,sex,1,1,39620,17347
64,2017,1,20,sex,1,1,17347,17347
64,2017,1,20,sex,1,1,17347,131749
32,2017,1,20,sex,1,1,131749,39422
78,2017,1,20,sex,1,1,39422,19038
6,2017,1,20,sex,1,1,19038,19038
6,2017,1,20,sex,1,1,19038,17520
53,2017,1,20,sex,1,1,17520,39620
20,2017,1,20,sex,1,1,39620,17347
64,2017,1,20,sex,1,1,17347,18771
192,2017,1,20,sex,1,1,18771,18264
24,2017,1,20,sex,1,1,18264,39422
78,2017,1,21,sb,1,1,39422,39422
78,2017,1,21,sb,1,1,39422,18879
14,2017,1,21,sb,1,1,18879,18771
192,2017,1,21,sb,1,1,18771,17989
31,2017,1,21,sb,1,1,17989,131749
32,2017,1,21,sb,1,1,131749,17640
5,2017,1,21,sb,1,1,17640,17797
25,2017,1,21,sb,1,1,17797,18877
12,2017,1,21,sb,1,1,18877,17264
6,2017,1,23,seg,1,1,17264,131754
18,2017,1,23,seg,1,1,131754,18019
16,2017,1,23,seg,1,1,18019,131758
4,2017,1,23,seg,1,1,131758,39422
78,2017,1,23,seg,1,1,39422,18688
5,2017,1,23,seg,1,1,18688,18806
1,2017,1,23,seg,1,1,18806,17347
64,2017,1,23,seg,1,1,17347,18771
192,2017,1,24,ter,1,1,18771,18601
4,2017,1,24,ter,1,1,18601,131766
11,2017,1,24,ter,1,1,131766,131767
7,2017,1,24,ter,1,1,131767,17534
3,2017,1,24,ter,1,1,17534,17150
82,2017,1,24,ter,1,1,17150,17347
64,2017,1,24,ter,1,1,17347,18771
192,2017,1,24,ter,1,1,18771,17989
31,2017,1,24,ter,1,1,17989,19072
54,2017,1,24,ter,1,1,19072,17989
31,2017,1,24,ter,1,1,17989,18771
192,2017,1,24,ter,1,1,18771,39422
78,2017,1,24,ter,1,1,39422,131766
11,2017,1,24,ter,1,1,131766,18879
14,2017,1,24,ter,1,1,18879,18771
192,2017,1,24,ter,1,1,18771,18385
15,2017,1,24,ter,1,1,18385,18385
15,2017,1,24,ter,1,1,18385,17576
1,2017,1,24,ter,1,1,17576,18332
1,2017,1,24,ter,1,1,18332,17867
1,2017,1,24,ter,1,1,17867,18321
3,2017,1,24,ter,1,1,18321,18512
18,2017,1,24,ter,1,1,18512,18879
14,2017,1,24,ter,1,1,18879,18023
45,2017,1,24,ter,1,1,18023,18125
34,2017,1,25,qua,1,1,18125,39422
78,2017,1,25,qua,1,1,39422,39422
78,2017,1,25,qua,1,1,39422,18125
34,2017,1,25,qua,1,1,18125,18125
34,2017,1,25,qua,1,1,18125,18436
13,2017,1,25,qua,1,1,18436,18436
13,2017,1,25,qua,1,1,18436,17732
1,2017,1,25,qua,1,1,17732,17150
82,2017,1,25,qua,1,1,17150,17797
25,2017,1,25,qua,1,1,17797,18193
19,2017,1,25,qua,1,1,18193,18512
18,2017,1,26,qui,1,1,18512,17131
1,2017,1,26,qui,1,1,17131,18512
18,2017,1,26,qui,1,1,18512,17574
17,2017,1,26,qui,1,1,17574,18771
192,2017,1,26,qui,1,1,18771,19072
54,2017,1,26,qui,1,1,19072,39422
78,2017,1,26,qui,1,1,39422,17295
3,2017,1,26,qui,1,1,17295,17520
53,2017,1,26,qui,1,1,17520,39620
20,2017,1,26,qui,1,1,39620,18771
192,2017,1,26,qui,1,1,18771,18879
14,2017,1,26,qui,1,1,18879,19072
54,2017,1,26,qui,1,1,19072,18771
192,2017,1,26,qui,1,1,18771,18879
14,2017,1,26,qui,1,1,18879,17989
31,2017,1,26,qui,1,1,17989,18771
192,2017,1,26,qui,1,1,18771,18771
192,2017,1,26,qui,1,1,18771,131762
5,2017,1,26,qui,1,1,131762,131755
9,2017,1,26,qui,1,1,131755,131763
13,2017,1,26,qui,1,1,131763,131755
9,2017,1,26,qui,1,1,131755,94069
2,2017,1,26,qui,1,1,94069,131763
13,2017,1,26,qui,1,1,131763,19034
41,2017,1,26,qui,1,1,19034,18813
5,2017,1,26,qui,1,1,18813,17417
5,2017,1,26,qui,1,1,17417,18316
1,2017,1,26,qui,1,1,18316,18771
192,2017,1,26,qui,1,1,18771,19072
54,2017,1,26,qui,1,1,19072,18813
5,2017,1,26,qui,1,1,18813,17347
64,2017,1,26,qui,1,1,17347,19034
41,2017,1,26,qui,1,1,19034,17164
1,2017,1,26,qui,1,1,17164,18199
1,2017,1,26,qui,1,1,18199,18023
45,2017,1,27,sex,1,1,18023,18596
3,2017,1,27,sex,1,1,18596,18644
3,2017,1,27,sex,1,1,18644,131749
32,2017,1,27,sex,1,1,131749,94085
4,2017,1,27,sex,1,1,94085,18771
192,2017,1,27,sex,1,1,18771,131749
32,2017,1,27,sex,1,1,131749,18190
6,2017,1,27,sex,1,1,18190,18771
192,2017,1,27,sex,1,1,18771,19000
56,2017,1,27,sex,1,1,19000,18862
2,2017,1,27,sex,1,1,18862,18698
3,2017,1,28,sb,1,1,18698,94074
2,2017,1,28,sb,1,1,94074,18698
3,2017,1,28,sb,1,1,18698,131768
17,2017,1,28,sb,1,1,131768,18771
192,2017,1,28,sb,1,1,18771,18771
192,2017,1,28,sb,1,1,18771,18505
1,2017,1,28,sb,1,1,18505,17150
82,2017,1,28,sb,1,1,17150,18771
192,2017,1,30,seg,1,1,18771,17680
9,2017,1,30,seg,1,1,17680,18023
45,2017,1,30,seg,1,1,18023,17225
4,2017,1,30,seg,1,1,17225,39678
2,2017,1,30,seg,1,1,39678,39678
2,2017,1,30,seg,1,1,39678,17244
12,2017,1,30,seg,1,1,17244,18771
192,2017,1,30,seg,1,1,18771,18023
45,2017,1,30,seg,1,1,18023,18688
5,2017,1,31,ter,1,1,18688,19006
1,2017,1,31,ter,1,1,19006,18113
2,2017,1,31,ter,1,1,18113,18113
2,2017,1,31,ter,1,1,18113,19154
53,2017,1,31,ter,1,1,19154,18771
192,2017,1,31,ter,1,1,18771,17150
82,2017,1,31,ter,1,1,17150,39620
20,2017,1,31,ter,1,1,39620,17520
53,2017,1,31,ter,1,1,17520,39620
20,2017,1,31,ter,1,1,39620,17520
53,2017,1,31,ter,1,1,17520,131755
9,2017,1,31,ter,1,1,131755,131762
5,2017,1,31,ter,1,1,131762,131763
13,2017,1,31,ter,1,1,131763,18190
6,2017,1,31,ter,1,1,18190,17520
53,2017,1,31,ter,1,1,17520,39620
20,2017,1,31,ter,1,1,39620,131749
32,2017,1,31,ter,1,1,131749,131759
7,2017,1,31,ter,1,1,131759,131760
7,2017,1,31,ter,1,1,131760,18023
45,2017,2,1,qua,1,1,18023,18023
45,2017,2,1,qua,1,1,18023,18164
12,2017,2,1,qua,1,1,18164,94063
7,2017,2,1,qua,1,1,94063,94080
3,2017,2,1,qua,1,1,94080,94068
1,2017,2,1,qua,1,1,94068,94053
1,2017,2,1,qua,1,1,94053,17797
25,2017,2,1,qua,1,1,17797,18535
1,2017,2,1,qua,1,1,18535,17150
82,2017,2,1,qua,1,1,17150,18512
18,2017,2,1,qua,1,1,18512,17781
3,2017,2,1,qua,1,1,17781,17150
82,2017,2,1,qua,1,1,17150,19000
56,2017,2,1,qua,1,1,19000,131766
11,2017,2,2,qui,1,1,131766,18789
3,2017,2,2,qui,1,1,18789,18789
3,2017,2,2,qui,1,1,18789,39422
78,2017,2,2,qui,1,1,39422,17150
82,2017,2,2,qui,1,1,17150,18795
29,2017,2,2,qui,1,1,18795,18370
9,2017,2,2,qui,1,1,18370,18800
13,2017,2,2,qui,1,1,18800,18023
45,2017,2,3,sex,1,1,18023,18327
7,2017,2,3,sex,1,1,18327,17150
82,2017,2,3,sex,1,1,17150,18795
29,2017,2,3,sex,1,1,18795,19122
1,2017,2,3,sex,1,1,19122,94077
3,2017,2,3,sex,1,1,94077,17520
53,2017,2,3,sex,1,1,17520,131751
5,2017,2,3,sex,1,1,131751,18708
2,2017,2,3,sex,1,1,18708,18193
19,2017,2,3,sex,1,1,18193,17244
12,2017,2,3,sex,1,1,17244,19072
54,2017,2,4,sb,1,1,19072,18771
192,2017,2,4,sb,1,1,18771,17347
64,2017,2,4,sb,1,1,17347,39422
78,2017,2,4,sb,1,1,39422,18343
1,2017,2,4,sb,1,1,18343,131757
8,2017,2,4,sb,1,1,131757,18771
192,2017,2,4,sb,1,1,18771,19072
54,2017,2,4,sb,1,1,19072,18771
192,2017,2,4,sb,1,1,18771,39422
78,2017,2,6,seg,1,1,39422,94063
7,2017,2,6,seg,1,1,94063,94080
3,2017,2,6,seg,1,1,94080,18370
9,2017,2,6,seg,1,1,18370,17417
5,2017,2,6,seg,1,1,17417,17520
53,2017,2,6,seg,1,1,17520,39422
78,2017,2,6,seg,1,1,39422,17989
31,2017,2,6,seg,1,1,17989,17640
5,2017,2,6,seg,1,1,17640,17907
1,2017,2,7,ter,1,1,17907,131766
11,2017,2,7,ter,1,1,131766,19000
56,2017,2,7,ter,1,1,19000,19036
3,2017,2,7,ter,1,1,19036,18916
8,2017,2,7,ter,1,1,18916,18190
6,2017,2,7,ter,1,1,18190,18877
12,2017,2,7,ter,1,1,18877,39422
78,2017,2,7,ter,1,1,39422,131754
18,2017,2,7,ter,1,1,131754,18771
192,2017,2,8,qua,1,1,18771,18596
3,2017,2,8,qua,1,1,18596,19072
54,2017,2,8,qua,1,1,19072,18644
3,2017,2,8,qua,1,1,18644,17150
82,2017,2,8,qua,1,1,17150,18795
29,2017,2,8,qua,1,1,18795,18264
24,2017,2,8,qua,1,1,18264,18771
192,2017,2,8,qua,1,1,18771,18879
14,2017,2,8,qua,1,1,18879,17989
31,2017,2,8,qua,1,1,17989,17520
53,2017,2,8,qua,1,1,17520,18771
192,2017,2,8,qua,1,1,18771,18771
192,2017,2,8,qua,1,1,18771,18771
192,2017,2,8,qua,1,1,18771,17264
6,2017,2,9,qui,1,1,17264,17264
6,2017,2,9,qui,1,1,17264,17264
6,2017,2,9,qui,1,1,17264,17347
64,2017,2,9,qui,1,1,17347,18771
192,2017,2,9,qui,1,1,18771,39422
78,2017,2,9,qui,1,1,39422,17295
3,2017,2,9,qui,1,1,17295,94075
11,2017,2,9,qui,1,1,94075,131768
17,2017,2,9,qui,1,1,131768,39422
78,2017,2,9,qui,1,1,39422,94075
11,2017,2,9,qui,1,1,94075,19053
2,2017,2,10,sex,1,1,19053,19053
2,2017,2,10,sex,1,1,19053,17429
15,2017,2,10,sex,1,1,17429,39422
78,2017,2,10,sex,1,1,39422,17150
82,2017,2,10,sex,1,1,17150,131749
32,2017,2,10,sex,1,1,131749,18264
24,2017,2,10,sex,1,1,18264,18877
12,2017,2,10,sex,1,1,18877,18825
10,2017,2,10,sex,1,1,18825,131758
4,2017,2,11,sb,1,1,131758,18125
34,2017,2,11,sb,1,1,18125,18771
192,2017,2,11,sb,1,1,18771,18825
10,2017,2,13,seg,1,1,18825,19154
53,2017,2,13,seg,1,1,19154,17429
15,2017,2,13,seg,1,1,17429,17429
15,2017,2,13,seg,1,1,17429,17429
15,2017,2,13,seg,1,1,17429,18023
45,2017,2,13,seg,1,1,18023,17534
3,2017,2,13,seg,1,1,17534,17929
15,2017,2,13,seg,1,1,17929,18206
1,2017,2,13,seg,1,1,18206,18259
6,2017,2,13,seg,1,1,18259,19124
4,2017,2,13,seg,1,1,19124,39422
78,2017,2,13,seg,1,1,39422,18385
15,2017,2,13,seg,1,1,18385,19072
54,2017,2,13,seg,1,1,19072,18259
6,2017,2,13,seg,1,1,18259,18593
18,2017,2,14,ter,1,1,18593,18593
18,2017,2,14,ter,1,1,18593,17963
5,2017,2,14,ter,1,1,17963,131749
32,2017,2,14,ter,1,1,131749,18089
1,2017,2,14,ter,1,1,18089,18771
192,2017,2,14,ter,1,1,18771,17999
2,2017,2,14,ter,1,1,17999,18771
192,2017,2,14,ter,1,1,18771,131755
9,2017,2,14,ter,1,1,131755,131762
5,2017,2,14,ter,1,1,131762,131763
13,2017,2,14,ter,1,1,131763,19072
54,2017,2,14,ter,1,1,19072,131767
7,2017,2,14,ter,1,1,131767,131759
7,2017,2,14,ter,1,1,131759,17640
5,2017,2,14,ter,1,1,17640,17628
3,2017,2,14,ter,1,1,17628,17150
82,2017,2,14,ter,1,1,17150,18795
29,2017,2,14,ter,1,1,18795,131749
32,2017,2,16,qui,1,1,131749,17876
7,2017,2,16,qui,1,1,17876,17878
2,2017,2,16,qui,1,1,17878,18125
34,2017,2,16,qui,1,1,18125,17150
82,2017,2,16,qui,1,1,17150,18436
13,2017,2,16,qui,1,1,18436,17150
82,2017,2,16,qui,1,1,17150,17520
53,2017,2,16,qui,1,1,17520,17703
3,2017,2,16,qui,1,1,17703,18090
7,2017,2,16,qui,1,1,18090,18090
7,2017,2,16,qui,1,1,18090,17703
3,2017,2,16,qui,1,1,17703,18436
13,2017,2,16,qui,1,1,18436,19154
53,2017,2,16,qui,1,1,19154,18327
7,2017,2,17,sex,1,1,18327,18228
9,2017,2,17,sex,1,1,18228,17574
17,2017,2,17,sex,1,1,17574,18795
29,2017,2,17,sex,1,1,18795,131760
7,2017,2,17,sex,1,1,131760,18025
1,2017,2,17,sex,1,1,18025,18512
18,2017,2,17,sex,1,1,18512,18184
1,2017,2,17,sex,1,1,18184,131757
8,2017,2,18,sb,1,1,131757,131757
8,2017,2,18,sb,1,1,131757,17347
64,2017,2,18,sb,1,1,17347,17347
64,2017,2,18,sb,1,1,17347,17347
64,2017,2,18,sb,1,1,17347,18593
18,2017,2,18,sb,1,1,18593,17429
15,2017,2,18,sb,1,1,17429,17876
7,2017,2,18,sb,1,1,17876,18228
9,2017,2,18,sb,1,1,18228,17574
17,2017,2,18,sb,1,1,17574,17876
7,2017,2,18,sb,1,1,17876,18125
34,2017,2,18,sb,1,1,18125,18023
45,2017,2,18,sb,1,1,18023,18617
12,2017,2,18,sb,1,1,18617,17796
3,2017,2,18,sb,1,1,17796,18023
45,2017,2,18,sb,1,1,18023,18023
45,2017,2,18,sb,1,1,18023,17347
64,2017,2,18,sb,1,1,17347,17796
3,2017,2,20,seg,1,1,17796,39422
78,2017,2,20,seg,1,1,39422,94075
11,2017,2,20,seg,1,1,94075,18023
45,2017,2,20,seg,1,1,18023,17797
25,2017,2,20,seg,1,1,17797,18788
4,2017,2,20,seg,1,1,18788,18771
192,2017,2,20,seg,1,1,18771,17347
64,2017,2,20,seg,1,1,17347,18023
45,2017,2,20,seg,1,1,18023,18771
192,2017,2,20,seg,1,1,18771,39422
78,2017,2,20,seg,1,1,39422,94075
11,2017,2,20,seg,1,1,94075,39422
78,2017,2,20,seg,1,1,39422,39422
78,2017,2,20,seg,1,1,39422,94075
11,2017,2,20,seg,1,1,94075,39752
5,2017,2,21,ter,1,1,39752,131767
7,2017,2,21,ter,1,1,131767,39752
5,2017,2,21,ter,1,1,39752,18788
4,2017,2,21,ter,1,1,18788,17771
4,2017,2,21,ter,1,1,17771,18084
44,2017,2,21,ter,1,1,18084,18788
4,2017,2,21,ter,1,1,18788,39391
2,2017,2,21,ter,1,1,39391,17347
64,2017,2,21,ter,1,1,17347,19000
56,2017,2,21,ter,1,1,19000,18771
192,2017,2,21,ter,1,1,18771,19000
56,2017,2,21,ter,1,1,19000,19000
56,2017,2,21,ter,1,1,19000,131749
32,2017,2,21,ter,1,1,131749,17150
82,2017,2,22,qua,1,1,17150,17563
2,2017,2,22,qua,1,1,17563,17336
1,2017,2,22,qua,1,1,17336,17563
2,2017,2,22,qua,1,1,17563,39672
2,2017,2,22,qua,1,1,39672,39422
78,2017,2,22,qua,1,1,39422,39422
78,2017,2,22,qua,1,1,39422,131749
32,2017,2,22,qua,1,1,131749,17150
82,2017,2,22,qua,1,1,17150,18795
29,2017,2,22,qua,1,1,18795,18771
192,2017,2,22,qua,1,1,18771,94085
4,2017,2,22,qua,1,1,94085,17150
82,2017,2,22,qua,1,1,17150,18795
29,2017,2,22,qua,1,1,18795,17520
53,2017,2,22,qua,1,1,17520,17520
53,2017,2,22,qua,1,1,17520,18193
19,2017,2,22,qua,1,1,18193,18877
12,2017,2,22,qua,1,1,18877,18190
6,2017,2,22,qua,1,1,18190,18325
4,2017,2,22,qua,1,1,18325,18125
34,2017,2,22,qua,1,1,18125,17427
5,2017,2,22,qua,1,1,17427,131755
9,2017,2,22,qua,1,1,131755,131763
13,2017,2,22,qua,1,1,131763,17562
2,2017,2,22,qua,1,1,17562,17150
82,2017,2,22,qua,1,1,17150,18795
29,2017,2,22,qua,1,1,18795,17547
16,2017,2,22,qua,1,1,17547,17515
2,2017,2,22,qua,1,1,17515,18023
45,2017,2,22,qua,1,1,18023,17150
82,2017,2,24,sex,1,1,17150,39422
78,2017,2,24,sex,1,1,39422,94075
11,2017,2,24,sex,1,1,94075,18255
2,2017,2,24,sex,1,1,18255,17427
5,2017,2,24,sex,1,1,17427,18771
192,2017,2,24,sex,1,1,18771,18771
192,2017,2,24,sex,1,1,18771,131768
17,2017,2,24,sex,1,1,131768,131762
5,2017,2,24,sex,1,1,131762,131763
13,2017,2,24,sex,1,1,131763,18512
18,2017,2,24,sex,1,1,18512,131755
9,2017,2,24,sex,1,1,131755,131763
13,2017,2,24,sex,1,1,131763,131754
18,2017,2,24,sex,1,1,131754,18771
192,2017,2,24,sex,1,1,18771,17989
31,2017,2,24,sex,1,1,17989,19072
54,2017,3,1,qua,1,1,19072,17989
31,2017,3,1,qua,1,1,17989,39426
2,2017,3,1,qua,1,1,39426,18436
13,2017,3,1,qua,1,1,18436,19154
53,2017,3,1,qua,1,1,19154,94085
4,2017,3,1,qua,1,1,94085,131749
32,2017,3,1,qua,1,1,131749,17150
82,2017,3,2,qui,1,1,17150,18916
8,2017,3,2,qui,1,1,18916,18733
4,2017,3,2,qui,1,1,18733,39422
78,2017,3,2,qui,1,1,39422,39422
78,2017,3,2,qui,1,1,39422,18771
192,2017,3,2,qui,1,1,18771,18023
45,2017,3,2,qui,1,1,18023,17347
64,2017,3,2,qui,1,1,17347,18436
13,2017,3,2,qui,1,1,18436,18916
8,2017,3,3,sex,1,1,18916,18825
10,2017,3,3,sex,1,1,18825,18771
192,2017,3,3,sex,1,1,18771,131766
11,2017,3,3,sex,1,1,131766,131739
1,2017,3,3,sex,1,1,131739,18771
192,2017,3,3,sex,1,1,18771,19000
56,2017,3,3,sex,1,1,19000,18385
15,2017,3,3,sex,1,1,18385,18413
4,2017,3,3,sex,1,1,18413,17520
53,2017,3,4,sb,1,1,17520,17520
53,2017,3,4,sb,1,1,17520,17520
53,2017,3,4,sb,1,1,17520,19000
56,2017,3,4,sb,1,1,19000,131758
4,2017,3,4,sb,1,1,131758,131768
17,2017,3,4,sb,1,1,131768,18023
45,2017,3,4,sb,1,1,18023,19000
56,2017,3,6,seg,1,1,19000,18771
192,2017,3,6,seg,1,1,18771,19072
54,2017,3,6,seg,1,1,19072,19072
54,2017,3,6,seg,1,1,19072,19072
54,2017,3,6,seg,1,1,19072,95102
8,2017,3,6,seg,1,1,95102,95102
8,2017,3,6,seg,1,1,95102,131754
18,2017,3,6,seg,1,1,131754,17989
31,2017,3,6,seg,1,1,17989,18771
192,2017,3,6,seg,1,1,18771,18125
34,2017,3,6,seg,1,1,18125,17244
12,2017,3,7,ter,1,1,17244,38940
2,2017,3,7,ter,1,1,38940,38940
2,2017,3,7,ter,1,1,38940,39000
2,2017,3,7,ter,1,1,39000,39000
2,2017,3,7,ter,1,1,39000,39391
2,2017,3,7,ter,1,1,39391,17347
64,2017,3,7,ter,1,1,17347,18649
1,2017,3,7,ter,1,1,18649,18084
44,2017,3,7,ter,1,1,18084,18321
3,2017,3,7,ter,1,1,18321,18771
192,2017,3,7,ter,1,1,18771,131763
13,2017,3,7,ter,1,1,131763,18125
34,2017,3,7,ter,1,1,18125,17797
25,2017,3,7,ter,1,1,17797,19154
53,2017,3,7,ter,1,1,19154,19166
11,2017,3,7,ter,1,1,19166,39677
1,2017,3,8,qua,1,1,39677,18219
1,2017,3,8,qua,1,1,18219,94088
3,2017,3,8,qua,1,1,94088,39422
78,2017,3,8,qua,1,1,39422,39620
20,2017,3,8,qua,1,1,39620,19166
11,2017,3,8,qua,1,1,19166,17797
25,2017,3,8,qua,1,1,17797,18771
192,2017,3,8,qua,1,1,18771,18593
18,2017,3,9,qui,1,1,18593,18264
24,2017,3,9,qui,1,1,18264,39422
78,2017,3,9,qui,1,1,39422,19154
53,2017,3,9,qui,1,1,19154,17429
15,2017,3,9,qui,1,1,17429,18771
192,2017,3,9,qui,1,1,18771,19038
6,2017,3,9,qui,1,1,19038,17547
16,2017,3,10,sex,1,1,17547,17547
16,2017,3,10,sex,1,1,17547,18084
44,2017,3,10,sex,1,1,18084,131758
4,2017,3,10,sex,1,1,131758,18771
192,2017,3,10,sex,1,1,18771,131766
11,2017,3,10,sex,1,1,131766,39422
78,2017,3,10,sex,1,1,39422,17347
64,2017,3,10,sex,1,1,17347,18771
192,2017,3,10,sex,1,1,18771,18771
